Date,Close,High,Low,Open,Volume
,ABEV3.SA,ABEV3.SA,ABEV3.SA,ABEV3.SA,ABEV3.SA
2020-01-02,13.48376178741455,13.518875213210773,13.188804456455754,13.244986741424508,16011300
2020-01-03,13.294144630432129,13.4556685147496,13.266052821251078,13.308190535022653,20059000
2020-01-06,13.357352256774902,13.46269388111082,13.125600147439313,13.2449876788844,14644300
2020-01-07,13.385441780090332,13.504829303049585,13.244986737456193,13.378418827034926,18036600
2020-01-08,13.322233200073242,13.455666595670262,13.24498341482528,13.406507276105833,14051700
2020-01-09,13.216893196105957,13.39948593318445,12.999187037835553,13.343303655582694,21199500
2020-01-10,13.266054153442383,13.371397108958782,13.181781396418849,13.2168948219301,11697800
2020-01-13,13.490782737731934,13.589102736212038,13.280099514329777,13.294145419754258,19314500
2020-01-14,13.413533210754395,13.750626910877058,13.329259115978083,13.483761399819441,21324400
2020-01-15,13.17475700378418,13.343303838905094,13.17475700378418,13.343303838905094,17408600
2020-01-16,13.132622718811035,13.294146627391568,13.118576812110625,13.273077767340956,10783600
2020-01-17,13.132622718811035,13.244987293431526,13.041325664749767,13.174759099420871,16556000
2020-01-20,13.202848434448242,13.259030716912186,13.048347492545215,13.132621585986767,8035600
2020-01-21,13.160713195800781,13.287123677151268,13.104530908477386,13.11857681518108,11249000
2020-01-22,13.378417015075684,13.39948587138836,13.181779714121978,13.23796199146463,13925400
2020-01-23,13.097505569458008,13.364372390253765,13.05536919651331,13.273075352800584,20155900
2020-01-24,13.336281776428223,13.350327681831525,13.146666071957421,13.216894259482672,12738200
2020-01-27,13.027278900146484,13.195827090468981,12.964073663648374,13.118575948195446,12916900
2020-01-28,13.202848434448242,13.308191386123,12.99216521008127,13.076439303522822,13373600
2020-01-29,12.851709365844727,13.28010012453666,12.795527081056548,13.244986698853296,12931800
2020-01-30,12.879800796508789,12.879800796508789,12.556751663926386,12.781482135914326,15925300
2020-01-31,12.535683631896973,12.774458660275295,12.486524303611654,12.641025241007119,20960400
2020-02-03,12.353092193603516,12.725300680699059,12.353092193603516,12.584844294004906,18733100
2020-02-04,12.395227432250977,12.598889040251722,12.346068103282866,12.486524477041398,16492600
2020-02-05,12.1143159866333,12.641025377356488,12.086224176172266,12.570797190695147,36940300
2020-02-06,11.847451210021973,12.275840629849192,11.763177112970773,12.275840629849192,19619000
2020-02-07,11.882563591003418,12.058133383223037,11.749130173858969,11.7561531262867,77239000
2020-02-10,11.749130249023438,12.008974132546944,11.643788640915991,11.924700042366254,17027200
2020-02-11,11.798291206359863,11.88958826162269,11.671882062866683,11.83340597357303,21283300
2020-02-12,11.692949295043945,11.847451587984928,11.573561768449265,11.742108628437395,36408300
2020-02-13,11.426082611083984,11.706994015948025,11.426082611083984,11.615698311676425,15697100
2020-02-14,11.524401664733887,11.622720324948903,11.30669548590437,11.426083004518869,23398800
2020-02-17,11.657835006713867,11.812335948746373,11.552493394442102,11.62272024296243,19609100
2020-02-18,11.36287784576416,11.629743356508468,11.292649656781567,11.587606978915428,18027400
2020-02-19,11.32776165008545,11.41203573411346,11.236465953588636,11.341807554005305,18162400
2020-02-20,11.355854034423828,11.496310401770634,11.292648803066884,11.313717660016263,23155100
2020-02-21,11.412036895751953,11.412036895751953,11.145170721820278,11.306695284612495,27991000
2020-02-26,11.11005687713623,11.278603726634264,11.05387459397022,11.201353254717409,42590700
2020-02-27,10.183049201965332,10.513120639488864,10.02854757826879,10.463960636190238,91108200
2020-02-28,10.211139678955078,10.211139678955078,9.838931885462896,10.183048537365964,45807500
2020-03-02,10.33755111694336,10.520143219461607,10.112821293485526,10.246254730811382,31307000
