Date,Close,High,Low,Open,Volume
,WEGE3.SA,WEGE3.SA,WEGE3.SA,WEGE3.SA,WEGE3.SA
2020-01-02,15.526422500610352,15.627758195775494,15.297315053868004,15.376621542383461,5876000
2020-01-03,15.328153610229492,15.530824965268602,15.275281506611988,15.420677270479462,7345800
2020-01-06,15.367807388305664,15.464736220240692,15.151917159405762,15.288500910809415,6366600
2020-01-07,15.486766815185547,15.495577151880068,15.270876590319475,15.381024286926142,6303600
2020-01-08,14.90078353881836,15.517611447729594,14.90078353881836,15.508799428377053,8153800
2020-01-09,14.680484771728516,15.006522691034766,14.6364263656668,14.980086638965462,9843000
2020-01-10,14.980086326599121,15.11226322274856,14.75538577121712,14.759790939443253,6283800
2020-01-13,15.121077537536621,15.169542798990372,14.984493771687019,15.015336676838142,8200200
2020-01-14,15.420677185058594,15.420677185058594,15.019739645475887,15.173945745038301,10054000
2020-01-15,15.522016525268555,15.522016525268555,15.275285027018741,15.442710032285431,6277600
2020-01-16,15.803990364074707,16.0815630182796,15.548448592827336,15.548448592827336,9387200
2020-01-17,16.213735580444336,16.248983639182494,15.861263396662492,15.870075411347033,11728200
2020-01-20,16.71160888671875,16.71160888671875,16.143246361267877,16.213740820808415,4490200
2020-01-21,16.517751693725586,16.777700362260976,16.482503619005875,16.676362987802158,6133800
2020-01-22,17.138980865478516,17.138980865478516,16.54418234391503,16.67195406492352,5166200
2020-01-23,17.46942901611328,17.46942901611328,16.82175988646868,17.006807248812382,8711200
2020-01-24,18.253673553466797,18.266890737156253,17.36368010277244,17.49145181417118,10146000
2020-01-27,18.051010131835938,18.394670504020468,17.54432991273023,17.97610880311414,11136200
2020-01-28,18.50921630859375,18.681048109562408,17.945260697374454,18.042191198322882,8750200
2020-01-29,18.676647186279297,19.509363682882196,18.663429997673166,18.663429997673166,16032600
2020-01-30,18.051010131835938,18.8132322049268,17.86155590595961,18.416699713390077,16845200
2020-01-31,17.363691329956055,18.275714570077717,17.28879166632619,17.97611255411568,19359800
2020-02-03,17.9188289642334,18.099472825232073,17.47823811665584,17.53551539744272,12672200
2020-02-04,17.852739334106445,18.540061583948038,17.808679245880406,18.3550125748397,11099200
2020-02-05,18.227245330810547,18.381453156513935,17.993732688202552,17.993732688202552,10505000
2020-02-06,18.874914169311523,19.200952173897374,18.355016774338967,18.469569668494543,12966000
2020-02-07,18.108280181884766,19.108421442913617,18.108280181884766,18.888126055393265,7877000
2020-02-10,18.2977352142334,18.636990328732026,17.764620754615773,18.09947070067282,9330400
2020-02-11,18.967435836791992,18.97184268651428,18.39466806550717,18.5180329661997,6558200
2020-02-12,19.63273048400879,19.905896362710106,19.11283310410318,19.12164512350914,12719000
2020-02-13,20.077720642089844,20.13059106227563,19.033521019638712,19.518170179569182,11401600
2020-02-14,20.077720642089844,20.928060936712857,20.077720642089844,20.16143228077737,16366800
2020-02-17,20.17024803161621,20.522722046694216,19.800151660360836,20.112972432778598,7865400
2020-02-18,19.694414138793945,20.1350050516049,19.606295620087565,20.090944951891235,15460200
2020-02-19,21.5096492767334,21.712320703125773,20.26718297654219,20.26718297654219,43934000
2020-02-20,20.92365837097168,21.853303571134592,20.92365837097168,21.170388149671744,14499600
2020-02-21,21.94141960144043,22.08681535957984,20.707765804547623,20.897219966578774,17025400
2020-02-26,20.702613830566406,21.423203246815763,20.499255683863524,20.777766645129063,21268200
2020-02-27,19.438261032104492,20.693768486382822,19.314477466932296,20.693768486382822,23533000
2020-02-28,19.075759887695312,19.75214200380787,18.412639636949038,19.34100731343302,25501800
2020-03-02,20.77334213256836,20.77334213256836,19.124382074652093,19.407314721064527,19950000
2020-03-03,21.184478759765625,21.913911639861492,20.795449464356214,20.950176833393837,19387200
2020-03-04,21.423200607299805,22.015587991225715,21.14911142560325,21.882964302430718,12223400
2020-03-05,20.6451416015625,21.529301827013555,20.15885246572334,21.303840025138527,12970600
2020-03-06,19.460363388061523,19.942230694781685,19.164168886997928,19.45594164331646,18766600
2020-03-09,17.572689056396484,18.341909394844407,17.249970692446023,17.68762917361631,16133200
2020-03-10,18.527576446533203,19.075756498436537,17.860036254736453,18.56736372196491,17062400
2020-03-11,17.329532623291016,18.54083061930619,16.361376551485094,18.058963455121788,14382800
2020-03-12,14.588644981384277,15.94583090989181,14.380866770788668,15.914885434237393,15260000
2020-03-13,15.265024185180664,17.068711669350897,14.102353979116888,16.578002524792772,24048600
2020-03-16,12.117416381835938,14.226138819268844,12.117416381835938,14.005098752700219,18168000
2020-03-17,12.678857803344727,13.151883390372014,12.157203133957323,12.603704150243136,25259800
2020-03-18,11.701861381530762,12.55065531157008,11.100632945020271,11.449875828475507,23966400
2020-03-19,12.700959205627441,13.430391094877747,11.392402706511835,11.595759117914632,27771000
2020-03-20,14.310129165649414,15.47280004091637,13.505543698433872,13.770791867775433,29764200
2020-03-23,15.575770378112793,16.496155911849012,13.920844068597262,15.000529208530331,37510400
2020-03-24,15.956314086914062,17.78823666220802,15.956314086914062,17.208569646942667,28304000
2020-03-25,16.53155517578125,17.106796309743793,16.235083693460094,16.26163390751197,18366400
2020-03-26,16.79262351989746,17.25724121501372,16.1377335430133,16.72624884003304,12023000
2020-03-27,15.64656925201416,16.15101153395706,15.443022662454501,16.15101153395706,14009800
2020-03-30,15.053624153137207,16.49172755817496,14.823527405773785,15.757188655736345,15186600
2020-03-31,14.854500770568848,15.68196281486931,14.584579572508432,15.084597501899397,14126600
2020-04-01,14.350062370300293,14.810255952247468,13.956243479433804,14.336788107275561,12914800
2020-04-02,15.089033126831055,15.549226938224802,14.496091555068169,14.75716288191853,11949600
2020-04-03,14.553609848022461,15.257174527514165,13.90314475588398,15.155401232742234,11340600
2020-04-06,14.726181030273438,15.531518949867861,14.469535714787662,15.527094758212288,10996000
2020-04-07,16.5049991607666,16.677571271504107,15.597888265878472,15.708511586913072,17376800
